id,name,date,metric_name,metric_value,yeast_type
165,Barley Wine - Russian Doll,2014-06-01,target_fg,1020,Ale
166,Vagabond Pale ALe - Prototype Challenge,2014-11-01,abv,4.5,Ale
166,Vagabond Pale ALe - Prototype Challenge,2014-11-01,ibu,55,Ale
166,Vagabond Pale ALe - Prototype Challenge,2014-11-01,srm,10,Ale
166,Vagabond Pale ALe - Prototype Challenge,2014-11-01,ph,4.2,Ale
166,Vagabond Pale ALe - Prototype Challenge,2014-11-01,target_fg,1011,Ale
167,Libertine Black Ale,2012-03-01,abv,7.2,Ale
167,Libertine Black Ale,2012-03-01,ibu,50,Ale
167,Libertine Black Ale,2012-03-01,srm,76,Ale
167,Libertine Black Ale,2012-03-01,ph,4.4,Ale
167,Libertine Black Ale,2012-03-01,target_fg,1013,Ale
168,Jack Hammer,2012-06-01,abv,7.2,Ale
168,Jack Hammer,2012-06-01,ibu,250,Ale
168,Jack Hammer,2012-06-01,srm,7.5,Ale
168,Jack Hammer,2012-06-01,ph,4.4,Ale
168,Jack Hammer,2012-06-01,target_fg,1010,Ale
170,Bashah (w/ Stone Brewing Co),2009-08-01,abv,9.7,Other
170,Bashah (w/ Stone Brewing Co),2009-08-01,ibu,100,Other
170,Bashah (w/ Stone Brewing Co),2009-08-01,srm,15.3,Other
170,Bashah (w/ Stone Brewing Co),2009-08-01,ph,4.4,Other
170,Bashah (w/ Stone Brewing Co),2009-08-01,target_fg,1015,Other
171,Challenger,2012-02-01,abv,6.7,Ale
171,Challenger,2012-02-01,ibu,67,Ale
171,Challenger,2012-02-01,srm,9.5,Ale
171,Challenger,2012-02-01,ph,4.4,Ale
171,Challenger,2012-02-01,target_fg,1013,Ale
172,Single Hop Enigma IPA - B-Sides,2016-01-01,abv,5,Ale
172,Single Hop Enigma IPA - B-Sides,2016-01-01,ibu,50,Ale
172,Single Hop Enigma IPA - B-Sides,2016-01-01,srm,5,Ale
172,Single Hop Enigma IPA - B-Sides,2016-01-01,ph,4.4,Ale
172,Single Hop Enigma IPA - B-Sides,2016-01-01,target_fg,1011,Ale
173,Chinook - IPA Is Dead,2015-03-01,abv,7.2,Ale
173,Chinook - IPA Is Dead,2015-03-01,ibu,100,Ale
173,Chinook - IPA Is Dead,2015-03-01,srm,6,Ale
173,Chinook - IPA Is Dead,2015-03-01,ph,4.4,Ale
173,Chinook - IPA Is Dead,2015-03-01,target_fg,1010,Ale
174,Konnichiwa Kitsune,2014-10-01,abv,4.4,Ale
174,Konnichiwa Kitsune,2014-10-01,ibu,70,Ale
174,Konnichiwa Kitsune,2014-10-01,srm,15,Ale
174,Konnichiwa Kitsune,2014-10-01,ph,4.4,Ale
174,Konnichiwa Kitsune,2014-10-01,target_fg,1012,Ale
175,San Diego Scotch Ale (w/Ballast Point),2012-07-01,abv,9,Ale
175,San Diego Scotch Ale (w/Ballast Point),2012-07-01,ibu,70,Ale
175,San Diego Scotch Ale (w/Ballast Point),2012-07-01,srm,95,Ale
175,San Diego Scotch Ale (w/Ballast Point),2012-07-01,ph,4.4,Ale
175,San Diego Scotch Ale (w/Ballast Point),2012-07-01,target_fg,1018,Ale
176,Old World India Pale Ale,2011-10-01,abv,7.5,Ale
176,Old World India Pale Ale,2011-10-01,ibu,80,Ale
176,Old World India Pale Ale,2011-10-01,srm,25,Ale
176,Old World India Pale Ale,2011-10-01,ph,4.4,Ale
176,Old World India Pale Ale,2011-10-01,target_fg,1012,Ale
177,Dog D,2015-05-01,abv,16.1,Ale
177,Dog D,2015-05-01,ibu,85,Ale
177,Dog D,2015-05-01,srm,200,Ale
177,Dog D,2015-05-01,ph,4.3,Ale
177,Dog D,2015-05-01,target_fg,1015,Ale
178,Simcoe,2012-01-01,abv,6.7,Ale
178,Simcoe,2012-01-01,ibu,70,Ale
178,Simcoe,2012-01-01,srm,15,Ale
178,Simcoe,2012-01-01,ph,4.4,Ale
178,Simcoe,2012-01-01,target_fg,1012,Ale
179,How To Disappear Completely,2009-04-01,abv,3.5,Other
179,How To Disappear Completely,2009-04-01,ibu,198,Other
179,How To Disappear Completely,2009-04-01,srm,19,Other
179,How To Disappear Completely,2009-04-01,ph,4.4,Other
179,How To Disappear Completely,2009-04-01,target_fg,1010,Other
180,Doodlebug,2015-09-01,abv,2.5,Ale
180,Doodlebug,2015-09-01,ibu,35,Ale
180,Doodlebug,2015-09-01,srm,5,Ale
180,Doodlebug,2015-09-01,ph,4.2,Ale
180,Doodlebug,2015-09-01,target_fg,1008,Ale
181,Vic Secret,2013-10-01,abv,7.4,Ale
181,Vic Secret,2013-10-01,ibu,70,Ale
181,Vic Secret,2013-10-01,srm,15,Ale
181,Vic Secret,2013-10-01,ph,4.4,Ale
181,Vic Secret,2013-10-01,target_fg,1012,Ale
182,All Day Long - Prototype Challenge,2014-11-01,abv,2.8,Ale
182,All Day Long - Prototype Challenge,2014-11-01,ibu,30,Ale
182,All Day Long - Prototype Challenge,2014-11-01,srm,21,Ale
182,All Day Long - Prototype Challenge,2014-11-01,ph,4.4,Ale
182,All Day Long - Prototype Challenge,2014-11-01,target_fg,1012,Ale
183,Nuns With Guns,2012-11-01,abv,4.2,Lager
183,Nuns With Guns,2012-11-01,ibu,25,Lager
183,Nuns With Guns,2012-11-01,srm,9.5,Lager
183,Nuns With Guns,2012-11-01,ph,4.4,Lager
183,Nuns With Guns,2012-11-01,target_fg,1012,Lager
184,Atlantic IPA Ale,2008-12-01,abv,8,Ale
184,Atlantic IPA Ale,2008-12-01,ibu,80,Ale
184,Atlantic IPA Ale,2008-12-01,srm,13,Ale
184,Atlantic IPA Ale,2008-12-01,ph,4.4,Ale
184,Atlantic IPA Ale,2008-12-01,target_fg,1013,Ale
185,Tactical Nuclear Penguin,2009-09-01,abv,32,Ale
185,Tactical Nuclear Penguin,2009-09-01,ibu,1157,Ale
185,Tactical Nuclear Penguin,2009-09-01,srm,127,Ale
185,Tactical Nuclear Penguin,2009-09-01,ph,4.4,Ale
185,Tactical Nuclear Penguin,2009-09-01,target_fg,1028,Ale
186,Jasmine IPA,2014-03-01,abv,5.8,Ale
186,Jasmine IPA,2014-03-01,ibu,40,Ale
186,Jasmine IPA,2014-03-01,srm,17.5,Ale
186,Jasmine IPA,2014-03-01,ph,4.4,Ale
186,Jasmine IPA,2014-03-01,target_fg,1014,Ale
187,Lichtenstein Pale Ale,2013-01-01,abv,5.2,Ale
187,Lichtenstein Pale Ale,2013-01-01,ibu,50,Ale
187,Lichtenstein Pale Ale,2013-01-01,srm,8.5,Ale
187,Lichtenstein Pale Ale,2013-01-01,ph,4.4,Ale
187,Lichtenstein Pale Ale,2013-01-01,target_fg,1010,Ale
188,Paradox Jura,2010-06-01,abv,10,Ale
188,Paradox Jura,2010-06-01,ibu,55,Ale
188,Paradox Jura,2010-06-01,srm,152,Ale
188,Paradox Jura,2010-06-01,ph,4.4,Ale
188,Paradox Jura,2010-06-01,target_fg,1014,Ale
189,AB:11,2012-08-01,abv,12.8,Ale
189,AB:11,2012-08-01,ibu,70,Ale
189,AB:11,2012-08-01,srm,40,Ale
189,AB:11,2012-08-01,ph,4.4,Ale
189,AB:11,2012-08-01,target_fg,1020,Ale
190,Hello My Name is Sonja (w/ Evil Twin),2013-09-01,abv,8.3,Ale
190,Hello My Name is Sonja (w/ Evil Twin),2013-09-01,ibu,70,Ale
190,Hello My Name is Sonja (w/ Evil Twin),2013-09-01,srm,15,Ale
190,Hello My Name is Sonja (w/ Evil Twin),2013-09-01,ph,4.4,Ale
190,Hello My Name is Sonja (w/ Evil Twin),2013-09-01,target_fg,1013,Ale
191,Interstellar,2013-11-01,abv,6.5,Ale
191,Interstellar,2013-11-01,ibu,55,Ale
191,Interstellar,2013-11-01,srm,25,Ale
191,Interstellar,2013-11-01,ph,4.4,Ale
191,Interstellar,2013-11-01,target_fg,1011,Ale
192,Punk IPA 2007 - 2010,2007-04-01,abv,6,Ale
192,Punk IPA 2007 - 2010,2007-04-01,ibu,60,Ale
192,Punk IPA 2007 - 2010,2007-04-01,srm,8.5,Ale
192,Punk IPA 2007 - 2010,2007-04-01,ph,4.4,Ale
192,Punk IPA 2007 - 2010,2007-04-01,target_fg,1010,Ale
193,Blitz Berliner Weisse,2013-07-01,abv,3,Ale
193,Blitz Berliner Weisse,2013-07-01,ibu,8,Ale
193,Blitz Berliner Weisse,2013-07-01,srm,4.5,Ale
193,Blitz Berliner Weisse,2013-07-01,ph,3.2,Ale
193,Blitz Berliner Weisse,2013-07-01,target_fg,1040,Ale
194,Hardkogt IPA,2010-06-01,abv,7.6,Ale
194,Hardkogt IPA,2010-06-01,ibu,175,Ale
194,Hardkogt IPA,2010-06-01,srm,20,Ale
194,Hardkogt IPA,2010-06-01,ph,4.4,Ale
194,Hardkogt IPA,2010-06-01,target_fg,1014,Ale
195,Hello My Name Is Holy Moose,2015-07-01,abv,5.5,Ale
195,Hello My Name Is Holy Moose,2015-07-01,ibu,35,Ale
195,Hello My Name Is Holy Moose,2015-07-01,srm,12.5,Ale
195,Hello My Name Is Holy Moose,2015-07-01,ph,4.4,Ale
195,Hello My Name Is Holy Moose,2015-07-01,target_fg,1011,Ale
196,Catherine's Pony (w/ Beavertown),2012-12-01,abv,8.8,Ale
196,Catherine's Pony (w/ Beavertown),2012-12-01,ibu,40,Ale
196,Catherine's Pony (w/ Beavertown),2012-12-01,srm,95,Ale
196,Catherine's Pony (w/ Beavertown),2012-12-01,ph,4.5,Ale
196,Catherine's Pony (w/ Beavertown),2012-12-01,target_fg,1017,Ale
197,Moshi Moshi 15,2013-11-01,abv,5.2,Ale
197,Moshi Moshi 15,2013-11-01,ibu,45,Ale
197,Moshi Moshi 15,2013-11-01,srm,17.5,Ale
197,Moshi Moshi 15,2013-11-01,ph,4.4,Ale
197,Moshi Moshi 15,2013-11-01,target_fg,1011,Ale
198,AB:01,2010-02-01,abv,10.2,Other
198,AB:01,2010-02-01,ibu,20,Other
198,AB:01,2010-02-01,srm,8,Other
198,AB:01,2010-02-01,ph,4.1,Other
198,AB:01,2010-02-01,target_fg,1018,Other
199,Alice Porter,2010-09-01,abv,5.2,Ale
199,Alice Porter,2010-09-01,ibu,55,Ale
199,Alice Porter,2010-09-01,srm,82.5,Ale
199,Alice Porter,2010-09-01,ph,5.2,Ale
199,Alice Porter,2010-09-01,target_fg,1013,Ale
200,Double IPA - Russian Doll,2014-08-01,abv,8,Ale
200,Double IPA - Russian Doll,2014-08-01,ibu,85,Ale
200,Double IPA - Russian Doll,2014-08-01,srm,17.5,Ale
200,Double IPA - Russian Doll,2014-08-01,ph,5.2,Ale
200,Double IPA - Russian Doll,2014-08-01,target_fg,1013,Ale
201,Waimea - IPA Is Dead,2013-02-01,abv,6.7,Ale
201,Waimea - IPA Is Dead,2013-02-01,ibu,70,Ale
201,Waimea - IPA Is Dead,2013-02-01,srm,15,Ale
201,Waimea - IPA Is Dead,2013-02-01,ph,4.4,Ale
201,Waimea - IPA Is Dead,2013-02-01,target_fg,1015,Ale
202,Dog C,2014-05-01,abv,15,Ale
202,Dog C,2014-05-01,ibu,90,Ale
202,Dog C,2014-05-01,srm,50,Ale
202,Dog C,2014-05-01,ph,4.4,Ale
202,Dog C,2014-05-01,target_fg,1003,Ale
203,Bitch Please (w/ 3 Floyds),2012-02-01,abv,11.5,Ale
203,Bitch Please (w/ 3 Floyds),2012-02-01,ibu,50,Ale
203,Bitch Please (w/ 3 Floyds),2012-02-01,srm,19,Ale
203,Bitch Please (w/ 3 Floyds),2012-02-01,ph,4.4,Ale
203,Bitch Please (w/ 3 Floyds),2012-02-01,target_fg,1016,Ale
204,"Cascade, Centennial & Willamette IPA - B-Sides",2016-01-01,abv,6.4,Ale
204,"Cascade, Centennial & Willamette IPA - B-Sides",2016-01-01,ibu,65,Ale
204,"Cascade, Centennial & Willamette IPA - B-Sides",2016-01-01,srm,7,Ale
204,"Cascade, Centennial & Willamette IPA - B-Sides",2016-01-01,ph,5.2,Ale
204,"Cascade, Centennial & Willamette IPA - B-Sides",2016-01-01,target_fg,1011,Ale
205,Shareholder Black IPA 2011,2011-12-01,abv,7.1,Ale
205,Shareholder Black IPA 2011,2011-12-01,ibu,80,Ale
205,Shareholder Black IPA 2011,2011-12-01,srm,36,Ale
205,Shareholder Black IPA 2011,2011-12-01,ph,4.4,Ale
205,Shareholder Black IPA 2011,2011-12-01,target_fg,1014,Ale
206,Black Jacques,2013-06-01,abv,11.1,Other
206,Black Jacques,2013-06-01,ibu,45,Other
206,Black Jacques,2013-06-01,srm,7.5,Other
206,Black Jacques,2013-06-01,ph,4.4,Other
206,Black Jacques,2013-06-01,target_fg,1005,Other
207,International Arms Race (w/ Flying Dog),2012-08-01,abv,7.5,Ale
207,International Arms Race (w/ Flying Dog),2012-08-01,ibu,0,Ale
207,International Arms Race (w/ Flying Dog),2012-08-01,srm,25,Ale
207,International Arms Race (w/ Flying Dog),2012-08-01,ph,4.4,Ale
207,International Arms Race (w/ Flying Dog),2012-08-01,target_fg,1013,Ale
208,Sunshine On Rye - B-Sides,2015-02-01,abv,7.2,Ale
208,Sunshine On Rye - B-Sides,2015-02-01,ibu,130,Ale
208,Sunshine On Rye - B-Sides,2015-02-01,srm,7,Ale
208,Sunshine On Rye - B-Sides,2015-02-01,ph,5.2,Ale
208,Sunshine On Rye - B-Sides,2015-02-01,target_fg,1010,Ale
209,Stereo Wolf Stout - Prototype Challenge,2015-02-01,abv,5.2,Ale
209,Stereo Wolf Stout - Prototype Challenge,2015-02-01,ibu,55,Ale
209,Stereo Wolf Stout - Prototype Challenge,2015-02-01,srm,100,Ale
209,Stereo Wolf Stout - Prototype Challenge,2015-02-01,ph,5.2,Ale
209,Stereo Wolf Stout - Prototype Challenge,2015-02-01,target_fg,1014,Ale
210,Dead Metaphor,2013-09-01,abv,6.8,Ale
210,Dead Metaphor,2013-09-01,ibu,30,Ale
210,Dead Metaphor,2013-09-01,srm,43,Ale
210,Dead Metaphor,2013-09-01,ph,4.4,Ale
210,Dead Metaphor,2013-09-01,target_fg,1016,Ale
211,Black Dog,2009-11-01,abv,5.5,Ale
211,Black Dog,2009-11-01,ibu,60,Ale
211,Black Dog,2009-11-01,srm,115,Ale
211,Black Dog,2009-11-01,ph,4.4,Ale
211,Black Dog,2009-11-01,target_fg,1020,Ale
212,Hop Fiction - Prototype Challenge,2014-11-01,abv,5.2,Ale
212,Hop Fiction - Prototype Challenge,2014-11-01,ibu,40,Ale
212,Hop Fiction - Prototype Challenge,2014-11-01,srm,6.5,Ale
212,Hop Fiction - Prototype Challenge,2014-11-01,ph,4.4,Ale
212,Hop Fiction - Prototype Challenge,2014-11-01,target_fg,1010,Ale
213,El Dorado - IPA Is Dead,2013-02-01,abv,6.7,Ale
213,El Dorado - IPA Is Dead,2013-02-01,ibu,70,Ale
213,El Dorado - IPA Is Dead,2013-02-01,srm,15,Ale
213,El Dorado - IPA Is Dead,2013-02-01,ph,4.4,Ale
213,El Dorado - IPA Is Dead,2013-02-01,target_fg,1015,Ale
214,Cult Lager,2008-04-01,abv,5.4,Lager
214,Cult Lager,2008-04-01,ibu,50,Lager
214,Cult Lager,2008-04-01,srm,8,Lager
214,Cult Lager,2008-04-01,ph,4.1,Lager
214,Cult Lager,2008-04-01,target_fg,1049,Lager
215,Brixton Porter,2013-11-01,abv,5,Ale
215,Brixton Porter,2013-11-01,ibu,50,Ale
215,Brixton Porter,2013-11-01,srm,100,Ale
215,Brixton Porter,2013-11-01,ph,4.4,Ale
215,Brixton Porter,2013-11-01,target_fg,1014,Ale
216,Barrel Aged Hinterland,2016-06-01,abv,9,Ale
216,Barrel Aged Hinterland,2016-06-01,ibu,85,Ale
216,Barrel Aged Hinterland,2016-06-01,srm,200,Ale
216,Barrel Aged Hinterland,2016-06-01,ph,4.3,Ale
216,Barrel Aged Hinterland,2016-06-01,target_fg,1025,Ale
217,Barrel Aged Albino Squid Assassin,2016-06-01,abv,9.2,Ale
217,Barrel Aged Albino Squid Assassin,2016-06-01,ibu,65,Ale
217,Barrel Aged Albino Squid Assassin,2016-06-01,srm,30,Ale
217,Barrel Aged Albino Squid Assassin,2016-06-01,ph,4.2,Ale
217,Barrel Aged Albino Squid Assassin,2016-06-01,target_fg,1012,Ale
218,Monk Hammer,2016-03-01,abv,7.2,Other
218,Monk Hammer,2016-03-01,ibu,250,Other
218,Monk Hammer,2016-03-01,srm,7.5,Other
218,Monk Hammer,2016-03-01,ph,4.4,Other
218,Monk Hammer,2016-03-01,target_fg,1010,Other
219,Ship Wreck,2016-03-01,abv,13.8,Ale
219,Ship Wreck,2016-03-01,ibu,60,Ale
219,Ship Wreck,2016-03-01,srm,13,Ale
219,Ship Wreck,2016-03-01,ph,4.4,Ale
219,Ship Wreck,2016-03-01,target_fg,1015,Ale
220,Ace Of Simcoe,2016-01-01,abv,4.5,Ale
220,Ace Of Simcoe,2016-01-01,ibu,40,Ale
220,Ace Of Simcoe,2016-01-01,srm,9,Ale
220,Ace Of Simcoe,2016-01-01,ph,4.2,Ale
220,Ace Of Simcoe,2016-01-01,target_fg,1011,Ale
221,Blitz Series,2016-06-01,abv,3.2,Ale
221,Blitz Series,2016-06-01,ibu,8,Ale
221,Blitz Series,2016-06-01,srm,3,Ale
221,Blitz Series,2016-06-01,ph,3.2,Ale
221,Blitz Series,2016-06-01,target_fg,1032,Ale
222,Dog E,2016-06-01,abv,16.1,Ale
222,Dog E,2016-06-01,ibu,100,Ale
222,Dog E,2016-06-01,srm,254,Ale
222,Dog E,2016-06-01,ph,4.4,Ale
222,Dog E,2016-06-01,target_fg,1125,Ale
223,Prototype Pils 2.0,2016-06-01,abv,4.7,Lager
223,Prototype Pils 2.0,2016-06-01,ibu,25,Lager
223,Prototype Pils 2.0,2016-06-01,srm,5,Lager
223,Prototype Pils 2.0,2016-06-01,ph,4.2,Lager
223,Prototype Pils 2.0,2016-06-01,target_fg,1044,Lager
224,AB:20,2016-06-01,abv,14.2,Ale
224,AB:20,2016-06-01,ibu,20,Ale
224,AB:20,2016-06-01,srm,34,Ale
224,AB:20,2016-06-01,ph,4,Ale
224,AB:20,2016-06-01,target_fg,1120,Ale
225,Paradox Islay 2.0,2016-06-01,abv,13,Ale
225,Paradox Islay 2.0,2016-06-01,ibu,100,Ale
225,Paradox Islay 2.0,2016-06-01,srm,152,Ale
225,Paradox Islay 2.0,2016-06-01,ph,4.4,Ale
225,Paradox Islay 2.0,2016-06-01,target_fg,1112,Ale
226,Chili Hammer,2016-06-01,abv,7.2,Ale
226,Chili Hammer,2016-06-01,ibu,250,Ale
226,Chili Hammer,2016-06-01,srm,7.5,Ale
226,Chili Hammer,2016-06-01,ph,4.4,Ale
226,Chili Hammer,2016-06-01,target_fg,1010,Ale
227,Brewdog Vs Beavertown,2016-06-01,abv,9.2,Ale
227,Brewdog Vs Beavertown,2016-06-01,ibu,50,Ale
227,Brewdog Vs Beavertown,2016-06-01,srm,40,Ale
227,Brewdog Vs Beavertown,2016-06-01,ph,4.2,Ale
227,Brewdog Vs Beavertown,2016-06-01,target_fg,1085,Ale
228,Prototype Helles,2016-06-01,abv,4.9,Lager
228,Prototype Helles,2016-06-01,ibu,18,Lager
228,Prototype Helles,2016-06-01,srm,6.6,Lager
228,Prototype Helles,2016-06-01,ph,4.2,Lager
228,Prototype Helles,2016-06-01,target_fg,1047,Lager
229,Rye Hammer,2016-06-01,abv,7.2,Ale
229,Rye Hammer,2016-06-01,ibu,250,Ale
229,Rye Hammer,2016-06-01,srm,8.5,Ale
229,Rye Hammer,2016-06-01,ph,4.4,Ale
229,Rye Hammer,2016-06-01,target_fg,1010,Ale
230,Black Hammer,2016-06-01,abv,7.2,Ale
230,Black Hammer,2016-06-01,ibu,250,Ale
230,Black Hammer,2016-06-01,srm,53,Ale
230,Black Hammer,2016-06-01,ph,4.4,Ale
230,Black Hammer,2016-06-01,target_fg,1010,Ale
231,Ace Of Chinook,2016-01-01,abv,4.5,Ale
231,Ace Of Chinook,2016-01-01,ibu,40,Ale
231,Ace Of Chinook,2016-01-01,srm,9,Ale
231,Ace Of Chinook,2016-01-01,ph,4.2,Ale
231,Ace Of Chinook,2016-01-01,target_fg,1011,Ale
232,Ace Of Equinox,2016-01-01,abv,4.5,Ale
232,Ace Of Equinox,2016-01-01,ibu,40,Ale
232,Ace Of Equinox,2016-01-01,srm,9,Ale
232,Ace Of Equinox,2016-01-01,ph,4.2,Ale
232,Ace Of Equinox,2016-01-01,target_fg,1011,Ale
233,Ace Of Citra,2016-01-01,abv,4.5,Ale
233,Ace Of Citra,2016-01-01,ibu,40,Ale
233,Ace Of Citra,2016-01-01,srm,9,Ale
233,Ace Of Citra,2016-01-01,ph,4.2,Ale
233,Ace Of Citra,2016-01-01,target_fg,1011,Ale
234,Neon Overlord,2016-01-01,abv,7.6,Ale
234,Neon Overlord,2016-01-01,ibu,70,Ale
234,Neon Overlord,2016-01-01,srm,10,Ale
234,Neon Overlord,2016-01-01,ph,4.4,Ale
234,Neon Overlord,2016-01-01,target_fg,1012,Ale
235,Mango And Chili Barley Wine,2016-01-01,abv,12,Ale
235,Mango And Chili Barley Wine,2016-01-01,ibu,,Ale
235,Mango And Chili Barley Wine,2016-01-01,srm,40,Ale
235,Mango And Chili Barley Wine,2016-01-01,ph,4.4,Ale
235,Mango And Chili Barley Wine,2016-01-01,target_fg,1015,Ale
236,Science IPA,2016-01-01,abv,5,Ale
236,Science IPA,2016-01-01,ibu,,Ale
236,Science IPA,2016-01-01,srm,47,Ale
236,Science IPA,2016-01-01,ph,4.4,Ale
236,Science IPA,2016-01-01,target_fg,1011,Ale
237,Honey And Lemon Blitz,2016-01-01,abv,3.2,Ale
237,Honey And Lemon Blitz,2016-01-01,ibu,,Ale
237,Honey And Lemon Blitz,2016-01-01,srm,4,Ale
237,Honey And Lemon Blitz,2016-01-01,ph,3.2,Ale
237,Honey And Lemon Blitz,2016-01-01,target_fg,1008,Ale
238,Kingpin,2016-01-01,abv,4.7,Lager
238,Kingpin,2016-01-01,ibu,40,Lager
238,Kingpin,2016-01-01,srm,7,Lager
238,Kingpin,2016-01-01,ph,4.2,Lager
238,Kingpin,2016-01-01,target_fg,1008,Lager
239,#Mashtag 2016,2016-01-01,abv,10.5,Ale
239,#Mashtag 2016,2016-01-01,ibu,100,Ale
239,#Mashtag 2016,2016-01-01,srm,8,Ale
239,#Mashtag 2016,2016-01-01,ph,4.4,Ale
239,#Mashtag 2016,2016-01-01,target_fg,1010,Ale
240,Blitz Saison,2016-01-01,abv,3.2,Other
240,Blitz Saison,2016-01-01,ibu,8,Other
240,Blitz Saison,2016-01-01,srm,14,Other
240,Blitz Saison,2016-01-01,ph,3.2,Other
240,Blitz Saison,2016-01-01,target_fg,1007,Other
241,Hello My Name Is Ingrid 2016,2016-01-01,abv,8.2,Ale
241,Hello My Name Is Ingrid 2016,2016-01-01,ibu,70,Ale
241,Hello My Name Is Ingrid 2016,2016-01-01,srm,15.2,Ale
241,Hello My Name Is Ingrid 2016,2016-01-01,ph,5.2,Ale
241,Hello My Name Is Ingrid 2016,2016-01-01,target_fg,1013,Ale
242,Crew Brew,2016-01-01,abv,8,Ale
242,Crew Brew,2016-01-01,ibu,100,Ale
242,Crew Brew,2016-01-01,srm,14.2,Ale
242,Crew Brew,2016-01-01,ph,5.2,Ale
242,Crew Brew,2016-01-01,target_fg,1011,Ale
243,Gin Blitz,2016-01-01,abv,3.2,Ale
243,Gin Blitz,2016-01-01,ibu,8,Ale
243,Gin Blitz,2016-01-01,srm,4,Ale
243,Gin Blitz,2016-01-01,ph,3.2,Ale
243,Gin Blitz,2016-01-01,target_fg,1008,Ale
244,AB:21,2016-01-01,abv,12,Ale
244,AB:21,2016-01-01,ibu,100,Ale
244,AB:21,2016-01-01,srm,101.6,Ale
244,AB:21,2016-01-01,ph,5.1,Ale
244,AB:21,2016-01-01,target_fg,1015,Ale
245,Beatnik,2016-01-01,abv,8,Ale
245,Beatnik,2016-01-01,ibu,60,Ale
245,Beatnik,2016-01-01,srm,30.5,Ale
245,Beatnik,2016-01-01,ph,5.2,Ale
245,Beatnik,2016-01-01,target_fg,1013,Ale
246,Casino Rye Ale,2016-01-01,abv,5.1,Ale
246,Casino Rye Ale,2016-01-01,ibu,40,Ale
246,Casino Rye Ale,2016-01-01,srm,12.7,Ale
246,Casino Rye Ale,2016-01-01,ph,5.2,Ale
